NAME,R,A,PER,ORBREF,ORBURL,FIRSTREF,FIRSTURL,DISCMETH,STAR,RSTAR,NCOMP,TEFF,JSNAME,EPEURL
Kepler-26 c,3.596782452930434,0.1131891012,17.25204,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-26,0.5899999738,2,3933,Kepler-26,http://exoplanet.eu/star.php?st=Kepler-26
HD 175167 b,,2.4008533955,1290,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,RV,HD 175167,,1,,HD 175167,http://exoplanet.eu/star.php?st=HD+175167
Kepler-55 c,2.2080235219932582,0.2021219134,42.1516418,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-55,0.5799999833,2,4362,,
Kepler-55 b,2.4278316632703154,0.1536876857,27.9481449,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-55,0.5799999833,2,4362,,
Kepler-43 b,13.450777411794796,0.0449294448,3.024095,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-43,1.4199999571,1,6041,KOI-135,http://exoplanet.eu/star.php?st=KOI-135
KOI-135 b,13.450777411794796,0.0449294448,3.024095,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-135,1.4199999571,1,6041,KOI-135,http://exoplanet.eu/star.php?st=KOI-135
Kepler-30 c,12.288965515476898,0.300013423,60.3231,Sanchis-Ojeda 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-30,0.9499999881,3,5498,Kepler-30,http://exoplanet.eu/star.php?st=Kepler-30
Kepler-30 d,8.79214527840617,0.5342394114,143.343,Sanchis-Ojeda 2012,http://arxiv.org/abs/1207.5804,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-30,0.9499999881,3,5498,Kepler-30,http://exoplanet.eu/star.php?st=Kepler-30
Kepler-30 b,3.896521785359401,0.1855235696,29.334,Sanchis-Ojeda 2012,http://arxiv.org/abs/1207.5804,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-30,0.9499999881,3,5498,Kepler-30,http://exoplanet.eu/star.php?st=Kepler-30
Kepler-9 d,1.639997179724369,0.0266925432,1.592851,Torres 2011,http://adsabs.harvard.edu/abs/2011ApJ...727...24T,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Transit,Kepler-9,1.1000000238,3,,Kepler-9,http://exoplanet.eu/star.php?st=Kepler-9
Kepler-9 c,9.224991296246468,0.2247295976,38.90861,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Transit,Kepler-9,1.1000000238,3,,Kepler-9,http://exoplanet.eu/star.php?st=Kepler-9
Kepler-9 b,9.437961860638623,0.1405481547,19.243158,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Transit,Kepler-9,1.1000000238,3,,Kepler-9,http://exoplanet.eu/star.php?st=Kepler-9
Kepler-4 b,4.001606045844937,0.0455763265,3.21346,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Borucki 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.126B,Transit,Kepler-4,1.4869999886,1,5857,Kepler-4,http://exoplanet.eu/star.php?st=Kepler-4
Kepler-10 c,2.226899390620153,0.2396514565,45.29485,Fressin 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....5F,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Transit,Kepler-10,1.0559999943,2,5627,Kepler-10,http://exoplanet.eu/star.php?st=Kepler-10
Kepler-10 b,1.4159968314553237,0.0167573188,0.837495,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Transit,Kepler-10,1.0559999943,2,5627,Kepler-10,http://exoplanet.eu/star.php?st=Kepler-10
TrES-1 b,11.959982792994465,0.0392516293,3.030065,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Transit,TrES-1,0.8069999814,1,5230,TrES-1,http://exoplanet.eu/star.php?st=TrES-1
Kepler-12 b,18.999222927412553,0.055634778,4.4379637,Fortney 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....9F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-12,1.4830000401,1,5947,Kepler-12,http://exoplanet.eu/star.php?st=Kepler-12
HD 177830 b,0,1.2270042896,410.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,RV,HD 177830,1.6090741158,1,4948.58984375,HD 177830,http://exoplanet.eu/star.php?st=HD+177830
Kepler-25 c,4.4959780670037155,0.1139530763,12.720359,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-25,1.3600000143,2,6190,Kepler-25,http://exoplanet.eu/star.php?st=Kepler-25
Kepler-25 b,2.5976812451636064,0.0708677918,6.23855,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-25,1.3600000143,2,6190,Kepler-25,http://exoplanet.eu/star.php?st=Kepler-25
Kepler-52 b,2.098119367287374,0.0630944893,7.8773565,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-52,0.5199999809,2,4075,,
Kepler-52 c,1.838351226517991,0.1028100178,16.3850021,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-52,0.5199999809,2,4075,,
TrES-2 b,13.719792157983289,0.0355765484,2.47063,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,O'Donovan 2006,http://adsabs.harvard.edu/abs/2006ApJ...651L..61O,Transit,TrES-2,1.003000021,1,5850,TrES-2,http://exoplanet.eu/star.php?st=TrES-2
Kepler-38 b,4.346114246833132,0.4296592474,105.595,Orosz 2012,http://arxiv.org/abs/1208.3712,Orosz 2012,http://arxiv.org/abs/1208.3712,Transit,Kepler-38,1.7569999695,1,5623,,
KOI-13 b,25.265041990273282,0.0362917259,1.7637,Shporer 2011,http://adsabs.harvard.edu/abs/2011AJ....142..195S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-13,2.5499999523,1,8500,KOI-13,http://exoplanet.eu/star.php?st=KOI-13
Kepler-59 b,1.9782281777640363,0.1360857785,17.9801235,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-59,0.9399999976,2,6074,,
Kepler-59 c,1.9782281777640363,0.1360857785,17.9801235,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-59,0.9399999976,2,6074,,
HD 178911 B b,0,0.3449042439,71.484,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Zucker 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..363Z,RV,HD 178911 B,0.8943768144,1,5667.8701171875,HD 178911 B,http://exoplanet.eu/star.php?st=HD+178911+B
Kepler-21 b,1.6353902460498266,0.0427172594,2.785755,Howell 2012,http://adsabs.harvard.edu/abs/2012ApJ...746..123H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-21,1.8600000143,1,6131,Kepler-21,http://exoplanet.eu/star.php?st=Kepler-21
Kepler-20 f,1.0290796838975242,0.137859419,19.57706,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-20,0.9440000057,5,5466,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20
Kepler-20 b,1.9082953806106522,0.0453704447,3.6961219,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-20,0.9440000057,5,5455,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20
Kepler-20 d,2.747545399361816,0.3453242183,77.61184,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-20,0.9440000057,5,5455,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20
Kepler-20 c,3.0672589684395035,0.0930410549,10.854092,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-20,0.9440000057,5,5455,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20
Kepler-20 e,0.8672254253654849,0.0633509532,6.098493,Fressin 2012,http://adsabs.harvard.edu/abs/2012Natur.482..195F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-20,0.9440000057,5,5466,Kepler-20,http://exoplanet.eu/star.php?st=Kepler-20
Kepler-14 b,12.733402527320425,0.0806879103,6.790123,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-14,2.0480000973,1,6395,Kepler-14,http://exoplanet.eu/star.php?st=Kepler-14
HD 179079 b,0,0.1196350306,14.476,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,RV,HD 179079,1.3381379843,1,5724,HD 179079,http://exoplanet.eu/star.php?st=HD+179079
Kepler-50 b,2.1980363201619917,0.0825598165,7.8125124,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-50,1.8799999952,2,6058,,
Kepler-50 c,2.7875053988541416,0.0932375491,9.3761368,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-50,1.8799999952,2,6058,,
Kepler-7 b,16.566874022489703,0.0622369125,4.885525,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,Transit,Kepler-7,1.8430000544,1,5933,Kepler-7,http://exoplanet.eu/star.php?st=Kepler-7
HD 180314 b,,1.4552823305,396.03,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,RV,HD 180314,7.3857097626,1,4917,HD 180314,http://exoplanet.eu/star.php?st=HD+180314
HD 179949 b,0,0.0439207517,3.092514,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T,RV,HD 179949,1.2264508009,1,6168.2998046875,HD 179949,http://exoplanet.eu/star.php?st=HD+179949
Kepler-60 b,2.2779675090721057,0.0750768855,7.1316185,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-60,1.5,3,5915,,
Kepler-60 d,2.5477228527936533,0.1056294069,11.9016171,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-60,1.5,3,5915,,
Kepler-60 c,2.467791662762641,0.0871504247,8.9193459,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-60,1.5,3,5915,,
Kepler-16 b,8.44932939363616,0.646795392,228.776,Doyle 2011,http://adsabs.harvard.edu/abs/2011Sci...333.1602D,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-16,0.6488999724,1,4450,Kepler-16(AB),http://exoplanet.eu/star.php?st=Kepler-16(AB)
Kepler-33 b,1.7384456317035482,0.0677430779,5.66793,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-33,1.8200000525,5,5904,Kepler-33,http://exoplanet.eu/star.php?st=Kepler-33
Kepler-33 f,4.456018234525203,0.2534988821,41.02902,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-33,1.8200000525,5,5904,Kepler-33,http://exoplanet.eu/star.php?st=Kepler-33
Kepler-33 e,4.023228336688732,0.2138247341,31.7844,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-33,1.8200000525,5,5904,Kepler-33,http://exoplanet.eu/star.php?st=Kepler-33
Kepler-33 d,0,0.1661754251,21.77596,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-33,1.8200000525,5,5904,Kepler-33,http://exoplanet.eu/star.php?st=Kepler-33
Kepler-33 c,3.1971376938217335,0.118876487,13.17562,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-33,1.8200000525,5,5904,Kepler-33,http://exoplanet.eu/star.php?st=Kepler-33
Kepler-22 b,2.381908472578354,0.8485125303,289.8623,Borucki 2012,http://adsabs.harvard.edu/abs/2012ApJ...745..120B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-22,0.9789999723,1,5518,Kepler-22,http://exoplanet.eu/star.php?st=Kepler-22
Kepler-46 b,9.056856745570812,0.196900323,33.60134,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Transit,Kepler-46,0.9380000234,2,5155,KOI-872,http://exoplanet.eu/star.php?st=KOI-872
KOI-872 b,9.056856745570812,0.196900323,33.60134,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Transit,KOI-872,0.9380000234,2,5155,KOI-872,http://exoplanet.eu/star.php?st=KOI-872
KOI-872 c,,0.2801008821,57.011,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Transit,KOI-872,0.9534910321,2,5155,KOI-872,http://exoplanet.eu/star.php?st=KOI-872
Kepler-46 c,,0.2801008821,57.011,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Transit,Kepler-46,0.9534910321,2,5155,KOI-872,http://exoplanet.eu/star.php?st=KOI-872
HD 180902 b,,1.3780115843,479,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV,HD 180902,3.8763391972,1,4975,HD 180902,http://exoplanet.eu/star.php?st=HD+180902
HD 181342 b,,1.7341899872,663,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,RV,HD 181342,5.2577114105,1,4975,HD 181342,http://exoplanet.eu/star.php?st=HD+181342
Kepler-24 c,2.7975037917317693,0.1054961383,12.3318,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-24,1.0700000525,2,5800,Kepler-24,http://exoplanet.eu/star.php?st=Kepler-24
Kepler-24 b,2.3978588656092565,0.0800143704,8.14561,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-24,1.0700000525,2,5800,Kepler-24,http://exoplanet.eu/star.php?st=Kepler-24
Kepler-19 b,2.208998624853985,0.0845827758,9.2869944,Ballard 2011,http://adsabs.harvard.edu/abs/2011ApJ...743..200B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-19,0.8500000238,1,5541,Kepler-19,http://exoplanet.eu/star.php?st=Kepler-19
Kepler-53 c,3.1671647302677597,0.2218675762,38.5583038,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-53,0.8899999857,2,5858,,
Kepler-53 b,2.8874221847149464,0.1367051452,18.6489525,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-53,0.8899999857,2,5858,,
HD 181720 b,,1.8474112749,956,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,RV,HD 181720,1.2464962006,1,5781,HD 181720,http://exoplanet.eu/star.php?st=HD+181720
CoRoT-10 b,10.87271162958737,0.1054634601,13.2406,Bonomo 2010,http://adsabs.harvard.edu/abs/2010A&A...520A..65B,Bonomo 2010,http://adsabs.harvard.edu/abs/2010A&A...520A..65B,Transit,CoRoT-10,0.7900000215,1,5075,CoRoT-10,http://exoplanet.eu/star.php?st=CoRoT-10
WASP-48 b,18.718997339802325,0.0344880372,2.143634,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Transit,WASP-48,1.75,1,5920,WASP-48,http://exoplanet.eu/star.php?st=WASP-48
HD 181433 d,0,3.0220808983,2172,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,RV,HD 181433,1.0083106756,3,4962,HD 181433,http://exoplanet.eu/star.php?st=HD+181433
HD 181433 b,0,0.0800942779,9.3743,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,RV,HD 181433,1.0083106756,3,4962,HD 181433,http://exoplanet.eu/star.php?st=HD+181433
HD 181433 c,0,1.7560417652,962,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,RV,HD 181433,1.0083106756,3,4962,HD 181433,http://exoplanet.eu/star.php?st=HD+181433
CoRoT-8 b,6.389118935930386,0.0633824691,6.21229,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Transit,CoRoT-8,0.7699999809,1,5080,CoRoT-8,http://exoplanet.eu/star.php?st=CoRoT-8
CoRoT-2 b,16.432365313284958,0.0280883685,1.7429935,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A,Transit,CoRoT-2,0.90200001,1,5625,CoRoT-2,http://exoplanet.eu/star.php?st=CoRoT-2
CoRoT-3 b,11.321070431762749,0.057378754,4.2568,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,Transit,CoRoT-3,1.5599999428,1,6740,CoRoT-3,http://exoplanet.eu/star.php?st=CoRoT-3
HD 183263 b,0,1.490057826,626.516,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,RV,HD 183263,1.1171748638,2,5936.41015625,HD 183263,http://exoplanet.eu/star.php?st=HD+183263
HD 183263 c,0,4.2948803902,3066,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,RV,HD 183263,1.1171748638,2,5936.41015625,HD 183263,http://exoplanet.eu/star.php?st=HD+183263
Kepler-28 b,3.596782452930434,0.0581374876,5.91213,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-28,0.6999999881,2,4590,Kepler-28,http://exoplanet.eu/star.php?st=Kepler-28
Kepler-28 c,3.3969599063622713,0.0768546686,8.98597,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-28,0.6999999881,2,4590,Kepler-28,http://exoplanet.eu/star.php?st=Kepler-28
Kepler-42 d,0.5694913347533591,0.0150221847,1.865169,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-42,0.1700000018,3,3068,Kepler-42,http://exoplanet.eu/star.php?st=Kepler-42
KOI-961 b,0.7793032543323559,0.0112809213,1.2137672,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-961,0.1700000018,3,3068,KOI-961,http://exoplanet.eu/star.php?st=KOI-961
KOI-961 c,0.7293482022386604,0.0058501712,0.45328509,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-961,0.1700000018,3,3068,KOI-961,http://exoplanet.eu/star.php?st=KOI-961
Kepler-42 b,0.7793032543323559,0.0112809213,1.2137672,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-42,0.1700000018,3,3068,Kepler-42,http://exoplanet.eu/star.php?st=Kepler-42
Kepler-42 c,0.7293482022386604,0.0058501712,0.45328509,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-42,0.1700000018,3,3068,Kepler-42,http://exoplanet.eu/star.php?st=Kepler-42
KOI-961 d,0.5694913347533591,0.0150221847,1.865169,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-961,0.1700000018,3,3068,KOI-961,http://exoplanet.eu/star.php?st=KOI-961
Kepler-27 c,4.895623160140041,0.1684762686,31.32865,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-27,0.5899999738,2,5400,Kepler-27,http://exoplanet.eu/star.php?st=Kepler-27
Kepler-27 b,3.996427546066759,0.1046456322,15.33611,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-27,0.5899999738,2,5400,Kepler-27,http://exoplanet.eu/star.php?st=Kepler-27
HAT-P-7 b,15.277841131946442,0.0379639193,2.2047304,Winn 2009,http://adsabs.harvard.edu/abs/2009ApJ...703L..99W,Pal 2008,http://adsabs.harvard.edu/abs/2008ApJ...680.1450P,Transit,HAT-P-7,1.9809999466,1,6389,HAT-P-7,http://exoplanet.eu/star.php?st=HAT-P-7
Kepler-49 c,2.5477228527936533,0.078889966,10.9129343,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-49,0.5299999714,2,3974,,
Kepler-49 b,2.7175726017007573,0.0598092414,7.2037945,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-49,0.5299999714,2,3974,,
KOI-254 b,10.760621260708048,0.0298817437,2.455239,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,KOI-254,0.5500000119,1,3820,KOI-254,http://exoplanet.eu/star.php?st=KOI-254
Kepler-45 b,10.760621260708048,0.0298817437,2.455239,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-45,0.5500000119,1,3820,KOI-254,http://exoplanet.eu/star.php?st=KOI-254
HD 231701 b,0,0.5555826426,141.60001,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,RV,HD 231701,1.2411636114,1,6208,HD 231701,http://exoplanet.eu/star.php?st=HD+231701
Kepler-57 b,2.188049117209827,0.0588890538,5.7293196,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-57,0.7300000191,2,5145,,
Kepler-57 c,1.5486102880875494,0.0942979306,11.6092567,Steffen 2012,http://arxiv.org/abs/1208.3499,Batalha 2012,http://arxiv.org/abs/1202.5852,Transit,Kepler-57,0.7300000191,2,5145,,
Kepler-56 c,7.842991273083833,0.1675679088,21.4050484,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-56,0.5799999833,2,4931,,
Kepler-56 b,3.8365651660047346,0.1042479351,10.5034294,Steffen 2012,http://arxiv.org/abs/1208.3499,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-56,0.5799999833,2,4931,,
Kepler-31 c,4.196250092634922,0.2545017302,42.6318,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-31,1.2200000286,2,6340,Kepler-31,http://exoplanet.eu/star.php?st=Kepler-31
Kepler-31 b,4.296155854463178,0.4254386425,92.141,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit,Kepler-31,1.2200000286,2,6340,Kepler-31,http://exoplanet.eu/star.php?st=Kepler-31
